,decoder_depth,decoder_width,encoder_depth,encoder_width,loss,epochs,time/s,best_hyperparameter
0,2,64,2,128,0.0027728741988539696,16,8.002676963806152,False
1,2,64,2,256,0.0027592491824179888,18,8.666010618209839,True
2,2,64,2,512,0.0027738383505493402,32,10.942442655563354,False
3,2,64,3,128,0.0027687563560903072,22,9.783475160598755,False
4,2,64,3,256,0.002794723492115736,25,10.705165147781372,False
5,2,64,3,512,0.0028145313262939453,31,10.9803466796875,False
6,2,64,4,128,0.002764688804745674,19,9.573978662490845,False
7,2,64,4,256,0.0028102959040552378,21,9.919984579086304,False
8,2,64,4,512,0.002858972642570734,18,9.776397466659546,False
