,decoder_depth,decoder_width,encoder_depth,encoder_width,loss,epochs,time/s,best_hyperparameter
0,2,64,2,128,0.00213227909989655,40,12.271960496902466,True
1,2,64,2,256,0.002143957419320941,36,11.748669862747192,False
2,2,64,2,512,0.0021564271301031113,6,6.512013673782349,False
3,2,64,3,128,0.0021686339750885963,25,10.152125835418701,False
4,2,64,3,256,0.0021685161627829075,15,8.407133102416992,False
5,2,64,3,512,0.0021564627531915903,15,8.903713941574097,False
6,2,64,4,128,0.0021645918022841215,19,9.670711517333984,False
7,2,64,4,256,0.0021682120859622955,12,8.5830659866333,False
8,2,64,4,512,0.002167662139981985,15,9.089447021484375,False
