Time Horizon,Method,PICP,PINAW,PINAFD,CovP,CWFDC,CWC
t+1,RUE KNN,0.9541010364808618,0.22496797429621734,0.05554108876931706,7.012849268558923e-05,0.35063755575112365,0.3063820678920589
t+2,RUE KNN,0.9476536358442831,0.2452466716805362,0.055065302284094585,0.00013722414859848852,0.43753612256311936,0.32352504430295986
t+3,RUE KNN,0.94249571533502,0.25399260521157097,0.0544750333013305,0.0002516285430832242,0.5600961815961256,0.29254074820824283
