,num_layers,width,loss,epoch,time/s,best_hyperparameter
0,2,32,0.20448953459185443,89,1763.8726608753204,False
1,2,64,0.19909371588231017,64,1300.516254901886,False
2,2,128,0.18885650360907905,109,2130.8118200302124,True
3,2,256,0.20031556491288424,62,1441.6945216655731,False
4,3,32,0.21419554925913195,129,2794.2806775569916,False
5,3,64,0.21884432630172398,56,1194.0888695716858,False
6,3,128,0.26630359125592923,38,850.8640296459198,False
7,3,256,0.33274583255387363,30,699.415408372879,False
