,num_layers,width,loss,epoch,time/s,best_hyperparameter
0,2,32,0.14448535405951018,52,1076.7853527069092,False
1,2,64,0.130454216190292,94,1848.0556614398956,False
2,2,128,0.12584406339960938,99,1931.9117481708527,True
3,2,256,0.13310743501149316,90,1772.7344467639923,False
4,3,32,0.1524292685003165,95,1918.6881985664368,False
5,3,64,0.133502585109882,100,2019.0347476005554,False
6,3,128,0.15546030518532614,68,1416.8329093456268,False
7,3,256,0.24971126489237538,36,811.0582866668701,False
