,decoder_depth,decoder_width,encoder_depth,encoder_width,loss,corr,epochs,time/s,best_hyperparameter
0,1,256,1,512,0.005207355599850416,0.28745427701878434,21,18.858323574066162,False
1,1,512,1,512,0.005207355599850416,0.28745427701878434,21,19.510900735855103,False
2,1,1028,1,512,0.005207355599850416,0.28745427701878434,21,19.136953830718994,False
3,2,256,1,512,0.026360424235463142,0.33678912569834163,66,40.09430909156799,True
4,2,512,1,512,0.023787371814250946,0.3151887842019827,123,64.56107139587402,False
5,2,1028,1,512,0.02528429962694645,0.3196857714118212,84,48.57694053649902,False
6,3,256,1,512,0.05717162415385246,0.31982412042681907,92,52.79997706413269,False
7,3,512,1,512,0.0658920630812645,0.23485736036503732,43,30.466766357421875,False
8,3,1028,1,512,0.06339021772146225,0.26376702042155104,44,35.05623269081116,False
