,num_layers,width,loss,epoch,time/s,best_hyperparameter
0,2,32,0.18350462240576598,85,1690.674872636795,False
1,2,64,0.1740785660161469,78,1552.5656776428223,False
2,2,128,0.16083694291639253,110,2143.4221756458282,True
3,2,256,0.1680541678359721,77,1539.614588022232,False
4,3,32,0.18327141244871153,95,2048.470479488373,False
5,3,64,0.18121194624024267,65,1455.1344423294067,False
6,3,128,0.22196009756956242,43,958.783056974411,False
7,3,256,0.3113501110268227,29,684.2008819580078,False
