,hidden_width,n_hidden_layers,loss,time/s,best_hyperparameter
0,128,2,0.004420038312673569,63.033451557159424,False
1,128,3,0.004218793474137783,94.88830351829529,False
2,128,4,0.005079335067421198,91.93449568748474,False
3,256,2,0.004146514926105738,76.19160723686218,True
4,256,3,0.0042357416823506355,95.41168355941772,False
5,256,4,0.006319457199424505,68.75583600997925,False
6,512,2,0.005469515919685364,54.60733389854431,False
7,512,3,0.005085081327706575,67.73222303390503,False
8,512,4,0.005328150000423193,74.06343626976013,False
