,std,correlation,loss,best_hyperparameter
0,1e-05,0.025976583680486564,0.030166049,False
1,5e-05,0.028938841578937963,0.030165976,False
2,0.0001,0.029082098934631373,0.030165877,False
3,0.005,0.028737177964268616,0.030158004,False
4,0.01,0.028594051027362243,0.030153098,True
5,0.02,0.028294707155673317,0.030172521,False
6,0.05,0.0265449629495467,0.030386353,False
7,0.1,0.024274687587428484,0.031313702,False
8,0.2,0.0239494795840941,0.034678914,False
9,0.5,0.013926040280831187,0.051554486,False
