,std,correlation,loss,best_hyperparameter
0,1e-05,0.030310243177349674,0.049134817,False
1,5e-05,0.03025048945965235,0.049134757,False
2,0.0001,0.030305093994950183,0.049134664,False
3,0.005,0.030087974791451352,0.04912682,False
4,0.01,0.030089620892440327,0.049121715,True
5,0.02,0.029948470967204877,0.04912725,False
6,0.05,0.030165663071879324,0.049269363,False
7,0.1,0.029725063957151136,0.04993541,False
8,0.2,0.02904085814646173,0.052505992,False
9,0.5,0.012798385428090153,0.067405224,False
