Time Horizon,Method,PICP,PINAW,PINAFD,CovP,CWFDC,CWC
t+1,RUE KNN,0.930754100177305,0.07610805453065646,0.03070091243082322,0.000941905794875011,1.0487147618364905,0.08081437579825032
t+2,RUE KNN,0.94513242464539,0.09926610224721566,0.043214001011781494,0.00018600878751520692,0.32848889077420407,0.13364463537336793
t+3,RUE KNN,0.9423758865248227,0.11108750341349205,0.04644934285659957,0.00025265625854694663,0.41019310481703825,0.14636926369539957
