,Model,t+1 Corr,t+1 Pval,t+1 AURC,t+1 Sigma=0.1,t+1 Sigma=0.2,t+1 Sigma=0.3,t+1 Sigma=0.4,t+2 Corr,t+2 Pval,t+2 AURC,t+2 Sigma=0.1,t+2 Sigma=0.2,t+2 Sigma=0.3,t+2 Sigma=0.4,t+3 Corr,t+3 Pval,t+3 AURC,t+3 Sigma=0.1,t+3 Sigma=0.2,t+3 Sigma=0.3,t+3 Sigma=0.4
0,RUE,0.3657929624278229,0.0,0.09609588069317879,0.06035322847062523,0.08184027040801806,0.09422553297520443,0.10295263390463572,0.3763246130142506,0.0,0.10481315115307191,0.08103947337786212,0.09194967673705018,0.09748946053267533,0.1071368605067261,0.35876221475234304,0.0,0.12948974825918805,0.09455852726622176,0.11800603424983055,0.11916677666119935,0.1245345714890685
1,MC Dropout,0.1708825987386967,1.6260729850857912e-79,0.12411490003781896,0.11120637671120322,0.11914254607723224,0.12668498119305782,0.12644465926374107,0.11417371641368682,3.3488148886196526e-36,0.15005281025459127,0.11598806289818774,0.1436078375340129,0.15238401400698573,0.1544808056658027,0.09893646758173216,1.4681728214167146e-27,0.1669446913198488,0.13027525832676537,0.1576472508773277,0.17215394256852823,0.1698109116164888
2,GPR,0.20385636534456217,4.6961340902580545e-113,0.08395374568165342,0.06819276303945805,0.07564167154454168,0.0856199570322367,0.09224687752851611,0.17533132472289437,1.1278767029596824e-83,0.11209950532217107,0.10157996204494292,0.1031924535898882,0.11249725922451037,0.11857357781434712,0.14912787573201697,8.631597112602653e-61,0.13245908586243932,0.12169350482339944,0.12077840413850513,0.13108022020004748,0.1388499617681164
3,Infer-Noise,0.08259880557052222,1.138129962438243e-19,0.1275071480064208,0.11499184537482392,0.13301224319110544,0.13397624275345,0.1283302950052236,-0.007143483061978747,0.4333331856555108,0.15447576068689917,0.18852819255538592,0.16510692916629327,0.15767414037895852,0.15506737760126002,-0.008617758223144423,0.3445540637493401,0.17047362669610672,0.09744804984112868,0.15814129172619668,0.17469629086528676,0.1712008794368414
4,BNN,0.26933728076638386,5.062413124106759e-199,0.11709963896490092,0.08280131650326535,0.10989366928489666,0.11704366206905671,0.11569457667703323,0.19838445301692018,4.7384333409683394e-107,0.14694103510769058,0.10021010959426996,0.12962699262957741,0.1470100546304319,0.14661814516312047,0.17738608413859833,1.2393726040500068e-85,0.16835318587374726,0.12227837534421243,0.1569913851806002,0.1656708265665365,0.17132497346270334
5,DER,0.21873899465879437,2.772620025334444e-130,0.0720943491979802,0.054498218852985135,0.061772897702170405,0.06987139361387427,0.07882135600995425,0.06725348295158491,1.5284193613475962e-13,0.11056808826531186,0.08786370067616131,0.09376449533827444,0.1070956926562921,0.11741797467726182,0.08050410902207704,9.23739990512596e-19,0.1340637394420853,0.11974063460406789,0.11976844915424233,0.13440177018611554,0.1461759856805625
