,Model,t+1 Corr,t+1 Pval,t+1 AURC,t+1 Sigma=0.1,t+1 Sigma=0.2,t+1 Sigma=0.3,t+1 Sigma=0.4,t+2 Corr,t+2 Pval,t+2 AURC,t+2 Sigma=0.1,t+2 Sigma=0.2,t+2 Sigma=0.3,t+2 Sigma=0.4,t+3 Corr,t+3 Pval,t+3 AURC,t+3 Sigma=0.1,t+3 Sigma=0.2,t+3 Sigma=0.3,t+3 Sigma=0.4
0,RUE,0.5429971288817864,8.742798718016301e-225,0.03838223195428657,0.027322574009458894,0.03155737257635257,0.03411805856264231,0.03807680560867255,0.5423406642554749,3.2333450077461123e-224,0.042535590488289796,0.02959814185209486,0.03523627537137696,0.03701130154497357,0.04155992087006095,0.47043797520303077,1.1778203292127734e-161,0.048582389068021495,0.03044166644508401,0.041495024189961295,0.04305198469614294,0.0480311318606844
1,MC Dropout,0.406977353314173,1.698272559670798e-117,0.05354193053957386,0.04196942932969425,0.045124946863790545,0.04972135351276529,0.054534833707330616,0.4381738970913419,5.026195436896764e-138,0.06514470679507971,0.05621474473748574,0.05370051657482982,0.05796170438318183,0.0656094437694038,0.35612353547516307,1.521890450959805e-88,0.06540144394957972,0.053845501116543064,0.05234657145452488,0.06043880871015824,0.066715514464403
2,GPR,0.4141700127495549,4.989271095597047e-122,0.02764720473686024,0.02384621544487803,0.027123012091827322,0.029639687408812804,0.03135408658092793,0.37762464975976173,3.7163127750649337e-100,0.04282185988900447,0.0359573956048418,0.04221357216430766,0.04682768935546317,0.04928566004269497,0.3497909575222994,2.7837536882681254e-85,0.05611783792799324,0.047241764599194346,0.05503602745327258,0.061047970493440525,0.0646305052246849
3,Infer-Noise,0.007421389650355303,0.6877629202673393,0.05960302850953253,0.03831603185134854,0.053659172842740535,0.053475826519942204,0.059878120378781506,0.0433621835032111,0.018789615032199107,0.06640822244511771,0.0377635145317629,0.056755971951486836,0.06481144856428103,0.06514072948249452,0.004946173677695773,0.7887447791096975,0.07964225733942121,0.11760313851352444,0.09048289154108433,0.08361662905752655,0.07802465594972632
4,BNN,0.5552978023593078,4.088517408730808e-237,0.05077126015827462,0.038531634284678026,0.035359168651052035,0.041452102426350265,0.04951108046814197,0.48065417110559144,1.3068734591189589e-169,0.05337447671717832,0.034082076288128794,0.04156561874602937,0.050281447104681264,0.055014620889853594,0.6227682670759311,3.958437136e-315,0.07630693970216146,0.052833864766377685,0.05737076414341127,0.06574990200608499,0.07633472272958736
5,DER,-0.1939931685978373,2.7905758799236374e-26,0.08484487752622712,0.08735101938609431,0.07895447761138753,0.07464434647945295,0.07319133930889538,-0.5543913693733178,2.87089787497103e-236,0.2205225968094789,0.2882328691287226,0.243124828632143,0.22191899417792232,0.19521562239753593,-0.296100230158802,1.6383078621417437e-60,0.11509166981283914,0.13383939988546972,0.11392300055067,0.10317743617776211,0.09372119414019335
