,hidden_width,n_hidden_layers,loss,time/s,best_hyperparameter
0,128,2,0.003530366811901331,66.60372877120972,False
1,128,3,0.003298721043393016,58.62287783622742,False
2,128,4,0.0032567880116403103,107.38613414764404,True
3,256,2,0.003382521914318204,89.70215821266174,False
4,256,3,0.0033386042341589928,65.48568820953369,False
5,256,4,0.003357859328389168,96.3458948135376,False
6,512,2,0.0033178108278661966,63.87455129623413,False
7,512,3,0.003404750721529126,91.43604445457458,False
8,512,4,0.0035663326270878315,98.2457332611084,False
