,Model,t+1 Corr,t+1 Pval,t+1 AURC,t+1 Sigma=0.1,t+1 Sigma=0.2,t+1 Sigma=0.3,t+1 Sigma=0.4,t+2 Corr,t+2 Pval,t+2 AURC,t+2 Sigma=0.1,t+2 Sigma=0.2,t+2 Sigma=0.3,t+2 Sigma=0.4,t+3 Corr,t+3 Pval,t+3 AURC,t+3 Sigma=0.1,t+3 Sigma=0.2,t+3 Sigma=0.3,t+3 Sigma=0.4
0,RUE,0.5104509450709814,1.606539906045043e-194,0.029838851710240123,0.020649434670445062,0.024396628715710574,0.026204515019928036,0.029344252568361606,0.5463336758378785,3.721268384713365e-228,0.04578238597904412,0.03171073207609251,0.03697164459100441,0.04048640655211935,0.045214930575361266,0.49886548410117953,1.2143137792895243e-184,0.05001673440728553,0.0371618671310643,0.042956135962308954,0.04348976093006397,0.0483315286353979
1,MC Dropout,0.39622946509129753,6.270727345411196e-111,0.04688177901840439,0.03335197747035157,0.03745833979242574,0.0426519740644097,0.0469538697791748,0.40563404124100483,1.0592969684105836e-116,0.06695377411839355,0.0539922275390574,0.054141284942839374,0.062207258703437955,0.06848844671708286,0.3625192394035568,6.472444881506093e-92,0.06560222272360497,0.04951419810549589,0.05431756133843442,0.0600852095648328,0.06599791457247076
2,GPR,0.40912538674830085,7.73048073563528e-119,0.027645561588936676,0.023984441205645517,0.027227287664821298,0.029848206630963277,0.03139541384257371,0.38344618521161417,1.8310748831721036e-103,0.04288139211173016,0.03631522581489259,0.042377367017999025,0.04659628363234826,0.049379304750270914,0.35490202393888043,6.568793940499402e-88,0.056165898258751165,0.04726435927629084,0.05503292372205943,0.061313418777855636,0.06457201491559177
3,Infer-Noise,0.00509396593797385,0.7826608980589743,0.048516765059668746,0.04075411989141581,0.04167870672875983,0.044131482205530245,0.04844195384902434,0.05084573293337051,0.005857051510453514,0.07111859695997538,0.050867971992620296,0.06719836468733231,0.06756825048039544,0.06997528505168017,0.029353151918416545,0.11173723009030495,0.07811396573715763,0.05951955092750261,0.06184898388025851,0.08062456019306263,0.07418978796474845
4,BNN,0.7538862433215058,0.0,3.485157665042096,2.4305440202740107,2.819412896791744,3.3255329001341654,3.702593738942815,0.7281791430584915,0.0,3.534087829596834,2.678629205191646,2.829422211877215,3.213384201869885,3.6544304614957044,0.7384409282784292,0.0,3.3691833645167835,2.6860743124340654,2.6239182959652982,2.9815594463042725,3.4967707236565153
5,DER,-0.3081694643888865,1.334826437547186e-65,0.10971365790976195,0.10859215805801735,0.09754446132595038,0.09334857101175117,0.09181931662546605,-0.2042250117561252,5.154540522781952e-29,0.08942512974600642,0.14647061800921368,0.12178372472368872,0.10420576400131033,0.08646746756541833,-0.269696339612897,4.0389420081938128e-50,0.11253138437535465,0.1188912123679226,0.1015356342179274,0.0933625521910781,0.0902111457989421
